group_id,group_label,group_description,issue_count,report_count,first_date,last_date,median_centroid_similarity,sample_issues
97,Mental health referral failures,Inadequate communication and lack of guidance regarding mental health service referrals.,3,2,2020-03-12,2025-12-05,0.9540433287620544,Greater Manchester Police failed to notify the GP that a referral to mental health services had been made. | Greater Manchester Police could not confirm the outcome of a referral to mental health services. | Greater Manchester Police failed to signpost the caller to mental health services.
98,Failure to escalate clinical concerns,Clinical risks were not reported to medical professionals or relevant parties.,3,3,2019-04-11,2025-10-15,0.9657597541809082,The nurse failed to escalate clinical concerns to medical professionals or arrange a hospital referral. | The nurse failed to escalate clinical concerns to a doctor or notify next of kin. | The psychiatric liaison nurse failed to escalate clinical concerns to a doctor.
99,Failure to manage airway,Staff failed to utilise the recovery position to prevent airway obstruction.,3,3,2020-02-24,2025-08-26,0.9488447904586792,Staff failed to place the patient in the recovery position to prevent airway obstruction. | The nurse failed to place the patient in the recovery position or clear the airway. | Staff failed to place the individual in the recovery position during prone restraint.
100,Staggered junction design risks,The layout of staggered junctions poses a continuous safety threat to road users.,3,3,2016-03-31,2025-08-12,0.9448496103286743,The staggered junction design creates an ongoing risk to road users. | The design of staggered junctions in Lincolnshire presents a recurring safety risk. | The junction presents an ongoing risk to life for road users.
101,Delayed emergency response,Failure to promptly contact emergency services or initiate life-saving procedures.,3,3,2016-04-21,2025-07-21,0.9675472974777222,Emergency services were not called immediately upon the patient becoming unresponsive. | The 999 call was not made immediately upon discovering the patient was unresponsive. | Nursing staff did not immediately commence CPR upon finding the patient unresponsive.
102,Inadequate clinical handover documentation,Failures in recording and transferring patient information during transitions of care compromise safety.,3,3,2021-05-21,2025-06-17,0.953444242477417,Inadequate documentation of care and procedures posed a risk to patient safety during clinical handovers. | Failures in the handover of patient information at the point of transfer of care pose a risk to patient safety. | Reliance on inadequate paper-based discharge documents poses a risk to patient safety during transitions of care.
103,Failure to refer to psychiatric services,Patients were not referred to mental health specialists during their hospital admission.,3,2,2019-09-18,2025-06-05,0.9623900055885315,The deceased was not referred to the psychiatric liaison team during his hospital admission. | The deceased was not reviewed by mental health services prior to his discharge from hospital. | The deceased was not referred to a psychiatrist during his three-week hospital admission.
104,Failure to arrange follow-up care,Patients were discharged from services without necessary follow-up appointments or care plans being established.,3,3,2017-03-10,2025-06-03,0.9435895681381226,The deceased was discharged from inpatient care without follow-up appointments being arranged. | The deceased was discharged from the community mental health team without a follow-up plan. | A necessary follow-up appointment was not arranged following the deceased's discharge from hospital.
105,Delayed response to family concerns,Failure to address clinical or behavioural concerns raised by families in a timely manner.,3,3,2014-01-10,2025-05-23,0.950861930847168,Failure to respond to clinical concerns raised by the family in a timely manner. | The failure to adequately address family concerns regarding changes in the patient's behaviour. | Healthcare professionals failed to provide an adequate or immediate response to family concerns.
106,Inadequate onward care support,Insufficient social care and discharge support prevents patient flow and causes bed shortages.,3,3,2024-10-03,2025-05-12,0.9736990928649902,Insufficient bed availability on acute wards is caused by patients unable to be discharged due to lack of onward care. | A lack of hospital bed availability is caused by patients unable to be discharged due to inadequate onward care support. | A lack of onward care support causes bed shortages on acute wards and impedes patient flow.
107,Failure to review blood results,Clinical staff failed to assess blood test findings before patient discharge.,3,3,2013-11-27,2025-04-23,0.957044780254364,Blood test results were not reviewed prior to patient discharge. | Blood test results were not taken into account prior to hospital discharge. | Blood test results were not reviewed by a clinician.
108,Inadequate dosage guidance,There is a lack of clear instructions regarding safe medication amounts and potential risks.,3,3,2014-01-13,2025-04-23,0.960269570350647,There is an absence of appropriate warnings and guidance regarding dosage. | There is insufficient information regarding safe dosage and potential consequences. | There is a lack of guidance regarding appropriate medication dosage.
109,Inaccurate clinical handover information,Incorrect patient details were communicated to emergency services.,3,3,2014-01-14,2025-04-09,0.9493179321289062,Inaccurate information regarding the patient's level of consciousness was communicated to paramedics. | Inaccurate information regarding a seizure was communicated to the Ambulance Service. | Staff provided inaccurate information to paramedics regarding the patient's feeding status.
110,Poor inter-agency collaboration,A lack of integrated working and communication between different organisations and emergency services.,3,3,2015-03-18,2025-02-20,0.9438426494598389,There is a lack of joined-up care between different agencies. | There is a lack of effective collaboration between the involved agencies. | There is a lack of a joined-up approach between different emergency services.
111,Neurodiverse patient environment suitability,The A&E environment negatively impacts neurodiverse patients and worsens mental health conditions.,3,3,2024-12-16,2025-02-05,0.9842931032180786,The A&E environment is unsuitable for neurodiverse patients and can exacerbate mental health deterioration. | The A&E environment is unsuitable for holding neurodiverse patients and can exacerbate their mental health conditions. | The A&E environment is not conducive for neurodiverse patients and can exacerbate mental health deterioration.
112,Failure to explain protocol non-compliance,The Trust failed to provide justifications for deviations from established clinical procedures and documentation standards.,3,3,2021-12-06,2025-01-24,0.9529610872268677,The Trust failed to provide an explanation for why clinical protocols were not followed. | The Trust failed to provide a satisfactory explanation for the lack of adherence to the care plan. | The Trust failed to provide an explanation for documentation omissions.
113,Inadequate fluid balance monitoring,"Failure to properly assess, record, and track fluid levels for clinical decision-making.",3,2,2015-01-27,2025-01-23,0.9472150802612305,"Insufficient monitoring of fluid balances hinders clinical decision-making. | Fluid balances are not being monitored effectively. | Failure to adequately assess, monitor, and record post-operative fluid balance."
114,Young driver passenger restrictions,The licensing regime allows young drivers to carry multiple passengers in high-risk situations.,3,3,2024-10-17,2025-01-13,0.9876157641410828,The current vehicle licensing regime permits young drivers to carry multiple young passengers. | The current vehicle licensing regime permits young drivers to carry multiple passengers. | The vehicle licensing regime permits the carrying of multiple young passengers in high-risk circumstances.
115,Young driver passenger risk,Increased collision risk for young drivers when travelling with peers.,3,3,2024-10-17,2025-01-13,0.9784027338027954,Young drivers may be at increased risk of collisions when carrying similarly aged passengers. | Young drivers may be more susceptible to collisions when travelling with similarly aged passengers. | Young drivers are at a significantly higher risk of collision when carrying similarly aged passengers.
116,Delayed antibiotic administration,Failures in providing prescribed antibiotic therapy in a timely manner.,3,3,2018-03-20,2025-01-10,0.9617850184440613,There were delays in the administration of prescribed antibiotics. | Antibiotic therapy was significantly delayed. | Current regulations caused a delay in the patient receiving necessary antibiotics.
117,Failure to escalate health concerns,Staff failed to report changes in the service user's physical wellbeing and nutrition.,3,1,2024-11-04,2024-11-04,0.9595026969909668,Carers failed to escalate concerns regarding unwise decisions that impacted the service user's hygiene and health. | Carers failed to escalate concerns regarding the service user's poor nutritional intake. | Carers failed to escalate concerns regarding episodes of sickness.
118,Lack of clinical oversight,No single clinician or consultant was responsible for supervising the patient's care.,3,3,2018-03-06,2024-09-24,0.955096423625946,No consultant was in overall charge of the patient's care. | No single clinician was allocated to oversee the patient's medical care. | No specific staff member was tasked with monitoring the patient.
119,Inadequate family communication,"Failure to inform relatives about patient updates, concerns, or risk assessments.",3,3,2020-12-11,2024-08-22,0.9651796817779541,The family was not informed of the patient's written concerns. | The family was not kept informed about the patient's deteriorating condition. | The patient's risk assessment was not discussed with her family.
120,Inadequate one-to-one supervision,Failure to provide continuous monitoring for high-risk patients.,3,3,2016-11-07,2024-07-31,0.9523162245750427,The hospital failed to provide required 1:1 supervision for a high-risk patient. | The hospital failed to implement required one-to-one supervision for a patient at high risk of falling. | The patient did not receive consistent 1:1 supervision despite being at high risk.
121,Insufficient theatre capacity,A lack of available operating theatres is causing delays to surgical procedures.,3,3,2022-08-04,2024-07-25,0.9542776346206665,A shortage of theatre capacity caused delays to surgical intervention. | Insufficient theatre capacity resulted in delays to surgical intervention for hip fractures. | Insufficient theatre capacity prevented the timely performance of the required procedure.
122,Delayed referral processing,Referrals to various services were not actioned or progressed within the required timeframe.,3,3,2014-12-05,2024-06-27,0.9592548608779907,The referral for residential care was not made in a timely manner. | The referral was not appropriately addressed in a timely manner. | The referral to a crisis house was not progressed promptly.
123,Inadequate staffing levels,Staffing levels are insufficient to meet clinical demand during weekends and bank holidays.,3,3,2015-06-18,2024-06-19,0.9606393575668335,Staffing levels were insufficient during the bank holiday weekend. | Staffing levels during weekends and bank holidays are insufficient. | Staffing levels were insufficient to meet clinical demand during the Bank Holiday.
124,Ambulance handover delays,Delays in discharging patients from Accident and Emergency departments prevent the full utilisation of ambulance resources.,3,3,2022-04-22,2024-05-08,0.9835135340690613,Delays in ambulances clearing Accident and Emergency departments prevent full utilisation of North West Ambulance Service resources. | Delays in ambulances clearing Accident and Emergency departments prevent full resource utilisation within the North West Ambulance Service. | Ambulance resources cannot be fully utilised due to delays in clearing Accident and Emergency departments.
125,Failure to notify DVLA,Medical conditions and driving fitness were not reported to the relevant authorities.,3,2,2021-02-25,2024-03-07,0.9523458480834961,The deceased was not advised of the legal requirement to notify the DVLA of his medical conditions. | The DVLA was not notified of the deceased's medical condition by healthcare professionals. | The deceased was not advised of the impact of his medical conditions on his ability to drive safely.
126,Promotion of self-harm and suicide,"Online platforms providing instructions, methods, or encouragement for self-inflicted injury and suicide.",3,3,2023-10-25,2024-02-29,0.9640522003173828,"Online forums encourage, assist, and counsel suicide through the provision of information and methods. | Online forums provide easy access to information regarding methods and sources for suicide. | Online forums facilitate self-harm and suicide by providing information on methods and substances."
127,Post-discharge referral failures,Failure to arrange formal follow-up with mental health services or general practitioners after discharge.,3,3,2017-09-08,2023-08-31,0.9732303619384766,No formal referral or contact was made with mental health services or the general practitioner following discharge. | No formal referral or follow-up contact was made with community mental health services or the general practitioner following discharge. | No formal referral was made to mental health services.
128,Clinical prioritisation and triage failures,Errors in assessing and communicating patient urgency during triage and ambulance dispatch.,3,3,2018-02-27,2023-08-30,0.9381794929504395,The triage process failed to correctly identify the urgency of the patient's condition. | The triage process failed to communicate with the patient. | The ambulance service prioritisation process failed to ensure the clinical urgency of the patient was properly conveyed.
129,Inadequate discharge and care continuity,Failures in planning patient transitions and maintaining consistent care throughout hospital stays.,3,3,2015-06-24,2023-07-18,0.9275224208831787,A lack of continuity of care and inadequate discharge planning occurred. | A lack of continuity of care occurred during the patient's hospital stay. | Discharge planning was non-existent or inadequate.
130,Ongoing risk to life,There is a continuous danger of fatalities at the location.,3,3,2022-12-30,2023-07-03,0.954346776008606,There is an ongoing risk of further deaths at this location. | There is an ongoing risk of further fatalities at this location due to inadequate risk management. | There is a continuing risk to life at the property.
131,Inadequate ward staffing levels,The number of available staff members was insufficient to meet patient needs.,3,3,2015-03-02,2023-06-22,0.9600759744644165,The ward was critically understaffed during the incident. | The ward was understaffed during the patient's admission. | The ward was understaffed at the time of death.
132,Inadequate mental health care provision,"Failure to deliver essential clinical treatments, psychosocial interventions, and care coordination.",3,3,2021-03-25,2023-03-13,0.9434208869934082,The Trust failed to provide necessary mental health treatment to patients with complex conditions. | The Mental Health Trust failed to provide necessary psychosocial interventions. | The Trust failed to provide consistent care coordination for a patient with complex mental health needs.
133,Inadequate suicide and self-harm risk assessments,Healthcare staff failed to properly identify and manage the risk of self-harm and suicide during prisoner assessments.,3,2,2015-12-14,2023-01-27,0.9708101749420166,Healthcare staff failed to carry out full and adequate risk assessments of suicide and self-harm during prisoner assessments. | The prison healthcare team failed to properly assess and manage the risk of suicide and self-harm. | Staff failed to identify or properly assess the risk of suicide and self-harm in newly arrived prisoners.
134,Unauthorised pedestrian access,Pedestrians can access restricted areas of the bridge and its base.,3,2,2021-09-06,2022-12-08,0.9886658191680908,The bridge parapet and railing are accessible to pedestrians. | The area at the foot of the bridge is accessible to pedestrians.
135,Inaccurate nutrition and hydration records,Documentation of food and fluid intake lacks precision and clarity.,3,3,2015-07-14,2022-11-28,0.9651740789413452,"Records of food and fluid consumption lacked accuracy and consistency. | Records of food and fluid intake were difficult to interpret and inadequate. | Records regarding care, fluid intake, diet, and nutrition were not kept with sufficient accuracy."
136,Emergency Department bed shortages,Insufficient bed availability causing extended waiting times for patients.,3,3,2020-07-13,2022-11-04,0.968766987323761,Inadequate bed capacity led to prolonged waiting times in the Emergency Department. | A lack of bed capacity caused a prolonged stay in the Emergency Department. | Delays in bed availability caused prolonged stays in the Emergency Department.
137,Inadequate time for care plan review,Staff members were not allocated sufficient time to read and familiarise themselves with care plans.,3,3,2016-12-15,2022-09-26,0.974784255027771,Staff were not given dedicated time to read care plans. | Staff lacked sufficient time to read care plans. | Staff were not instructed to read care plans and were not allocated time to familiarise themselves with them.
138,Inadequate accommodation and support,The deceased was provided with unsuitable housing and insufficient care.,3,3,2015-08-07,2022-09-12,0.972466766834259,The deceased was placed in unsuitable accommodation with inappropriate support. | The deceased was placed in unsuitable emergency accommodation without adequate support. | The deceased was living in unsuitable accommodation.
139,Reluctance to conduct observations,Staff showed hesitation when entering patient rooms to perform necessary checks.,3,3,2017-04-25,2022-08-22,0.9877099990844727,Staff demonstrated a reluctance to enter patient rooms to conduct observations. | Staff were reluctant to enter patient rooms despite concerns for patient welfare.
140,Incomplete clinical documentation,"Clinical examinations, reviews, and observations were not recorded in patient files.",3,3,2016-12-16,2022-06-08,0.9651313424110413,Clinical examinations and attendances were not documented in the patient's medical records. | Clinical reviews were not documented in the patient's medical records. | Clinical observations were not recorded or documented in the resident's files.
141,Inadequate mental health risk assessment,Failure to evaluate or document a patient's mental health status and potential for self-harm.,3,2,2021-06-23,2022-05-18,0.9611239433288574,The GP failed to undertake a mental health assessment to determine the severity of the patient's difficulties. | The GP failed to conduct a meaningful mental health or risk assessment during the consultation. | The GP failed to assess or document the patient's risk of suicidal ideation or self-harm.
142,Inadequate junction controls and signage,"The junction lacks necessary traffic signals, stop signs, and warning signage.",3,3,2015-06-22,2022-05-13,0.9611498117446899,The junction lacks stop signs to control emerging traffic. | The junction lacks adequate traffic signal provision. | There is a lack of signage indicating the presence of the junction.
143,Seven-day short stay booklet guidance,"Lack of clear instructions regarding the completion, timing, and procedures for the short stay booklet.",3,1,2022-04-19,2022-04-19,0.9778132438659668,There is no clear guidance on the required manner for completing the seven-day short stay booklet. | There is no clear guidance regarding the timeframe for completing the seven-day short stay booklet. | There is no clear guidance on the procedure to follow if the seven-day short stay booklet remains incomplete.
144,Inadequate death investigations,Failure to conduct thorough enquiries or declare serious incidents following a patient's death.,3,2,2014-09-04,2022-04-19,0.9586539268493652,The hospital failed to investigate the wider circumstances leading to the patient's death. | The hospital failed to declare a serious incident following the patient's death. | The hospital failed to conduct a sufficient investigation or statutory inquiry into the death.
145,Fragmented IT systems,Incompatible information technology prevents effective data sharing between healthcare organisations.,3,3,2018-04-19,2022-03-28,0.9484395980834961,The lack of a single IT system across NHS trusts hindered effective information sharing. | The lack of a single IT system across the Trust hindered information sharing between professionals. | A lack of integrated information technology systems hindered the sharing of key data between acute hospitals.
146,Inadequate flood warning signage,A lack of visible signs alerting drivers to the risk of flooding.,3,3,2019-05-24,2022-02-16,0.9916085600852966,There is a lack of warning signage regarding the potential for flooding on this stretch of road. | There is a lack of signage warning motorists of the risk of temporary or permanent flooding.
147,Inaccurate NEWS calculations,Errors in the calculation and recording of National Early Warning Scores.,3,3,2016-08-18,2022-02-15,0.9750078916549683,National Early Warning Score calculations were incorrect. | National Early Warning Score assessments were inaccurate. | National Early Warning Scores were not being calculated or recorded accurately.
148,Failure to escalate clinical deterioration,Clinical care was not escalated when patient health declined.,3,3,2018-03-20,2021-11-03,0.9814519882202148,Opportunities to escalate clinical care were missed. | Opportunities to escalate patient care were missed. | There were numerous missed opportunities to escalate care during clinical deterioration.
149,Inadequate night shift supervision,Junior medical staff lacked sufficient oversight and staffing levels during night-time duties.,3,3,2015-03-11,2021-10-25,0.9667913913726807,"Junior doctors lacked sufficient supervision and support during night shifts. | Junior medical staff lacked sufficient support and oversight during night-time care. | There were insufficient junior doctors on duty to meet patient needs, particularly during night shifts."
150,Clinical Correspondence Management,Inadequate systems for processing and monitoring GP and hospital communications.,3,3,2017-04-20,2021-10-15,0.9502061009407043,"The GP system for recording, reviewing, and communicating clinical correspondence was inadequate. | The GP practice lacked an adequate system to monitor and action hospital correspondence. | The system for processing GP correspondence and medication review requests is inadequate."
151,Inadequate clinical communication,Insufficient or inaccurate information sharing between healthcare professionals impacting patient care.,3,3,2013-09-17,2021-08-26,0.9543240070343018,"Inadequate communication prevented healthcare professionals from making fully informed clinical decisions. | Incomplete, inaccurate, and insufficient communication of clinical information between healthcare professionals prevented proper investigation. | Inadequate communication between health professionals delayed the discharge decision."
152,Emergency Dispatch Errors,Failures in routing calls or directing crews to the correct locations.,3,3,2015-03-18,2021-08-08,0.9786808490753174,An ambulance was incorrectly dispatched to the wrong address. | The ambulance crew was dispatched to the incorrect address. | The emergency call was routed to the incorrect ambulance service.
153,Inadequate documentation of clinical decisions,Clinical deviations from guidance or specialist advice were not properly recorded in medical notes.,3,3,2017-03-20,2021-05-24,0.9458405375480652,Clinical decisions to deviate from specialist advice were not documented in the medical notes. | Clinical decisions not in accordance with Trust guidance were not clearly documented in medical notes. | A significant clinical decision to withhold medication was not recorded in the patient's medical notes.
154,Outdated overdose risk assessments,Risk assessments were not updated or communicated following recent overdose incidents.,3,3,2015-02-03,2021-05-19,0.9638369679450989,"The patient's risk assessment was not updated following a recent overdose. | The resident's risk assessment was not updated following the incident of suspected overdose. | Staff were not notified of the patient's recent overdose, leading to an inaccurate risk assessment."
155,Failure to notify GP,Inadequate communication of patient clinical updates and hospital interactions to the general practitioner.,3,3,2013-09-09,2021-02-03,0.9645123481750488,The hospital failed to notify the patient's general practitioner of the diagnosis upon discharge. | The hospital failed to notify the General Practitioner when the patient ceased attending appointments. | Practitioners failed to inform the GP of the patient's hospital admissions.
156,Failure to assess suicide risk,Staff failed to identify or communicate information regarding a patient's suicidal ideation.,3,3,2013-12-03,2020-12-17,0.9480233788490295,Staff failed to ask the patient about suicidal ideation. | Staff failed to ask the deceased if he was experiencing suicidal ideas or plans during clinical contact. | Information regarding the patient's suicidal ideation was not communicated to clinical staff.
157,Inadequate clinical observations,The quality of resident monitoring is insufficient to identify clinical needs.,3,3,2015-06-12,2020-12-01,0.9482769966125488,Clinical observations of the resident were of limited quality. | The quality of resident observations was insufficient to identify basic clinical needs. | The level and quality of observation of the resident was inadequate.
158,Unsafe junction design,The layout and positioning of the junction pose risks to all road users.,3,3,2015-09-28,2020-06-15,0.966231107711792,The junction design is unsafe for pedestrians. | The junction configuration and positioning are unsafe. | The junction is unsafe for vehicles.
159,Dangerous road bend,A sharp bend on the A34 Melrose Way poses a significant risk to life.,3,3,2019-11-01,2019-11-01,1.000000238418579,The A34 Melrose Way bend presents a danger to life.
160,Inadequate road markings,The absence of continuous white lines increases the risk of unsafe overtaking.,3,3,2019-11-01,2019-11-01,1.0,The Melrose Way bend lacks a continuous white line to prevent overtaking.
161,Inadequate personal care,The standard of personal hygiene and individual welfare support was insufficient.,3,3,2013-05-23,2019-09-11,0.965886116027832,The level of personal care provided was inadequate. | The standard of personal care provided to the resident was inadequate. | The care provided regarding general welfare and personal hygiene was insufficient.
162,Inadequate fire detection equipment,The property lacks functional smoke alarms and necessary assistive technology.,3,3,2014-01-17,2019-03-28,0.9783166646957397,The property lacked a functioning smoke alarm. | The property lacked functional smoke detectors. | Appropriate smoke alarms and assistive technology were not installed in the property.
163,Perimeter wall security,The external boundary wall is vulnerable to unauthorised access.,3,3,2014-06-26,2018-08-13,0.9908394813537598,The perimeter wall is easily accessible. | The external barrier wall is easily accessible.
164,Inadequate information sharing,Communication between healthcare professionals and carers was insufficient.,3,3,2013-08-07,2018-06-19,0.9569370746612549,"Communication between the District Nursing team, family members and carers was insufficient. | Communication and information sharing between the care home and the District Nursing Team was insufficient. | Communication between the district nursing team and the GP was limited."
165,Failure to refer to psychiatric services,Inadequate referral processes and incomplete information sharing regarding mental health care.,3,3,2014-03-18,2018-01-12,0.9483259320259094,The GP failed to refer the patient to psychiatric services for expert diagnosis and management. | The GP failed to refer the patient to psychiatric services following a suicide attempt. | The GP failed to provide the mental health service with the patient's full medical history.
166,Inadequate mental capacity assessments,Failure to properly evaluate or document a patient's mental capacity during admission or discharge.,3,3,2014-10-13,2017-09-08,0.9581853747367859,The hospital failed to recognise the patient's lack of mental capacity upon admission. | Medical staff failed to assess or document the patient's mental capacity. | The hospital failed to accurately assess the patient's mental state at the time of discharge.
167,Lack of serious incident investigation,Failure to conduct formal reviews or investigations following a preventable death.,3,3,2015-01-19,2017-08-25,0.9559563398361206,No formal Serious Incident Investigation was conducted following the death. | No serious incident review or safeguarding review was conducted following the death. | No serious incident report was conducted into the preventable death.
168,Child safety supervision and equipment,"Lack of mandatory requirements for adult supervision, competence verification, and protective equipment for child participants.",3,1,2017-05-25,2017-05-25,0.9640652537345886,There is no mandatory requirement for children to be supervised by adult riders during a hunt. | There is no mandatory requirement for child participants in a hunt to demonstrate an established level of competence. | There is no mandatory requirement for child participants in a hunt to wear personal protective equipment.
169,District Nursing service failures,"Issues relating to clinical standards, duty of care, and continuity of service.",3,3,2014-06-17,2017-04-26,0.9506404399871826,The District Nursing service failed to perform their duties correctly. | The District Nursing Team failed to provide continuity of care. | The District Nursing Service failed to follow NICE guidelines.
170,Nasogastric tube insertion and documentation,Inadequate clinical practice and record-keeping during nasogastric tube placement.,3,3,2013-10-14,2017-01-18,0.986733078956604,Staff did not follow good practice regarding nasogastric tube insertion. | Staff note-keeping practices regarding nasogastric tube placement were inadequate.
171,Emergency stopping procedures,The rule book lacks provisions for stopping trains to protect persons at risk.,3,3,2015-06-09,2016-09-13,0.9983574151992798,The RSSB Rule Book does not allow trains to be stopped when a person may be in danger from a train. | The RSSB Rule Book does not permit trains to be stopped when a person on the line is in danger.
172,Non-compliance with NICE guidance,Clinical practices and local guidelines deviate from national clinical standards.,3,1,2016-03-06,2016-03-06,0.9733009338378906,Consultant opinions on best practice for treating prolonged rupture of membranes deviate from NICE guidance. | Trust guidelines for treating prolonged rupture of membranes differ from NICE guidance. | Clinical practice regarding the use of antibiotics after prolonged rupture of membranes is inconsistent with NICE recommendations.
173,Unauthorised low visibility take-offs,Regulations fail to prohibit non-commercial flights from unlicensed aerodromes during poor visibility.,3,3,2016-02-02,2016-02-02,1.0,Regulations do not prevent take-offs in low visibility for non-commercial ventures from unlicensed aerodromes.
174,Unregulated corporate aviation,The CAA has failed to establish a specific regulatory category for corporate aviation.,3,3,2016-02-02,2016-02-02,0.9999999403953552,A special category for corporate aviation has not been established by the CAA.
175,Lack of formal regulation,Non-commercial operations are currently managed through guidance rather than enforceable regulations.,3,3,2016-02-02,2016-02-02,0.9873076677322388,Guidance for non-commercial operations lacks the force of regulation. | Guidance has been provided for non-commercial operations instead of formal regulation.
176,Unlicensed aerodrome safety regulation gaps,Safety regulations for non-commercial ventures at unlicensed aerodromes are insufficient compared to commercial standards.,3,3,2016-02-02,2016-02-02,1.0,Non-commercial ventures from unlicensed aerodromes are not covered by equivalent safety regulations to commercial operations.
177,Emergency communication and ambulance delays,Delays in summoning emergency services due to incorrect or missing communication protocols.,3,3,2013-12-06,2015-10-28,0.9537874460220337,"There were delays in calling for an emergency ambulance and using emergency communication codes. | A delay in calling an emergency ambulance occurred due to the lack of an emergency code protocol. | Incorrect code words were used, causing a delay in summoning an ambulance."
178,Delayed tissue viability referrals,Delays in referring patients to tissue viability nurses.,3,3,2013-08-20,2015-07-14,0.980302095413208,Referral to Tissue Viability Nurses was delayed. | There were delays in referrals to tissue viability nurses. | Response times for Tissue Viability Nurse input were delayed.
179,Unrestricted helium canister access,Helium gas canisters are available to the public without purchase limits or sales controls.,3,3,2013-11-20,2015-03-20,0.9851329326629639,Helium gas canisters are readily available to the general public without restrictions on sale or location. | Helium canisters are readily available to the general public without restrictions on sale or location. | Helium gas canisters are freely available without controls on the quantity an individual can purchase.
180,Large helium canister volumes,Helium canisters are available in high-capacity sizes.,3,3,2013-11-20,2015-03-20,0.9897961616516113,Helium canisters are sold in standard sizes containing a large volume of gas. | Helium canisters are available in large volumes.
181,Uncontrolled gas release,Helium canisters lack valves to restrict the volume of gas released.,3,3,2013-11-20,2015-03-20,1.0,Helium canisters lack modified control valves to restrict the volume of gas released.
