group_id,issue_id,report_url,report_date,issue_sentence,canonical_issue,issue_family,similarity_to_group_centroid,rank_in_group
37,iss_0023477,https://www.judiciary.uk/prevention-of-future-death-reports/clark-2013-0231-2/,2013-09-17,Staff failed to conduct welfare checks on the deceased during the period he was known to be on the landing.,Failure to conduct required welfare checks on a person in care.,Failure of supervision,0.937881588935852,5
37,iss_0002798,https://www.judiciary.uk/prevention-of-future-death-reports/naomi-suleyman-prevention-of-future-deaths-report/,2025-01-29,The LBL out-of-hours social worker failed to conduct the required welfare check upon discharge.,Failure to conduct a required welfare check upon discharge.,Procedural non-compliance,0.9331333637237549,6
37,iss_0010112,https://www.judiciary.uk/prevention-of-future-death-reports/charlotte-duffield-prevention-of-future-deaths-report/,2021-10-05,Adult Social Care failed to conduct a physical welfare check after unsuccessful telephone contact attempts.,Failure to conduct a physical welfare check following unsuccessful telephone contact.,Safeguarding failure,0.9308110475540161,7
37,iss_0014572,https://www.judiciary.uk/prevention-of-future-death-reports/diane-greenslade/,2018-12-21,Staff failed to upgrade the call category or request a police welfare check after failing to contact the resident.,Failure to escalate or request welfare checks following unsuccessful contact.,Procedural non-compliance,0.9279127717018127,8
37,iss_0007959,https://www.judiciary.uk/prevention-of-future-death-reports/john-henderson-prevention-of-future-deaths-report/,2023-01-17,Staff failed to check the welfare of the deceased at the start of the day.,Failure to perform required welfare checks on deceased individuals.,Failure of monitoring,0.9250479340553284,9
37,iss_0005279,https://www.judiciary.uk/prevention-of-future-death-reports/rose-hollingworth-prevention-of-future-deaths-report/,2024-03-08,The carer failed to conduct a proper welfare check during the first visit.,Failure to perform an adequate welfare check during a scheduled visit.,Inadequate care monitoring,0.9210876226425171,10
37,iss_0015245,https://www.judiciary.uk/prevention-of-future-death-reports/richard-barrett/,2018-07-30,The Ambulance Trust failed to request assistance from the police for a welfare check.,Failure to request police assistance for a welfare check.,Emergency service failure,0.9074567556381226,11
37,iss_0022199,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-ward/,2014-05-29,The crisis team did not follow up with the police after receiving no response to their initial welfare check request.,Failure to follow up with police after an unsuccessful welfare check request.,Procedural non-compliance,0.9071815609931946,12
38,iss_0018339,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-cahill/,2016-08-23,The existing gate and fencing provide insufficient deterrence against unauthorised access to the railway line.,Inadequate physical barriers to prevent unauthorised access to the railway.,Security perimeter failure,0.9626041650772095,1
38,iss_0014245,https://www.judiciary.uk/prevention-of-future-death-reports/steven-key/,2019-02-25,The existing wooden fence and gate failed to prevent unauthorised access to the tracks.,Inadequate physical barriers failed to prevent unauthorised access to railway tracks.,Perimeter security failure,0.9614795446395874,2
38,iss_0015110,https://www.judiciary.uk/prevention-of-future-death-reports/kevin-sherwood/,2018-09-11,The railway boundary lacks sufficient physical barriers to prevent unauthorised access.,Insufficient physical barriers to prevent unauthorised railway boundary access.,Inadequate perimeter security,0.9573380947113037,3
38,iss_0015442,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-hanahoe/,2018-06-19,An enclosed footbridge and suitable fencing should be installed to prevent track access.,Lack of physical barriers to prevent unauthorised track access.,Unauthorised track access,0.9567527770996094,4
38,iss_0009710,https://www.judiciary.uk/prevention-of-future-death-reports/gregory-barber-prevention-of-future-deaths-report/,2021-12-24,Access to the railway tracks is not sufficiently curtailed at the identified location.,Inadequate restriction of access to railway tracks.,Unauthorised track access,0.9562645554542542,5
38,iss_0012180,https://www.judiciary.uk/prevention-of-future-death-reports/jordan-aira/,2020-03-30,There were no physical boundaries at the end of the platform to prevent access to the railway tracks.,Lack of physical barriers to prevent access to railway tracks.,Unauthorised track access,0.9534672498703003,6
38,iss_0018422,https://www.judiciary.uk/prevention-of-future-death-reports/susan-hamlett/,2016-08-04,The wooden access gate at Lower Farm Road provides insufficient deterrence against unauthorised entry to the railway line.,Inadequate physical barriers allow unauthorised access to the railway line.,Unauthorised access risk,0.9494308829307556,7
38,iss_0008903,https://www.judiciary.uk/prevention-of-future-death-reports/connor-marron-prevention-of-future-deaths-report/,2022-06-22,The fence separating the venue grounds from the railway track was inadequate to prevent ingress.,Inadequate perimeter fencing allows unauthorised access to the railway track.,Perimeter security failure,0.9396718144416809,8
38,iss_0014244,https://www.judiciary.uk/prevention-of-future-death-reports/steven-key/,2019-02-25,The fencing at the scene was too low to prevent access to the railway line.,Inadequate fencing height fails to prevent unauthorised access to the railway line.,Perimeter security failure,0.9350569844245911,9
38,iss_0015149,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-omahony/,2018-08-30,Anti-trespass measures are not installed at the end of platforms to prevent access to the railway lines.,Lack of anti-trespass measures at platform ends to prevent track access.,Trespass prevention,0.9322001934051514,10
38,iss_0017724,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-coyne/,2017-01-19,There is no physical barrier at the end of platform three to prevent access to the tracks.,Lack of physical barriers to prevent track access at platform ends.,Platform safety hazard,0.9288910627365112,11
38,iss_0018423,https://www.judiciary.uk/prevention-of-future-death-reports/susan-hamlett/,2016-08-04,The wooden fence surrounding the access gate is of inadequate height to prevent access to the tracks.,Inadequate fence height prevents unauthorised access to the tracks.,Perimeter security,0.9012393951416016,12
39,iss_0012781,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-milton/,2019-11-22,There is a lack of awareness regarding the fire risk posed by petrol-based emollient creams.,Insufficient awareness of fire risks from petrol-based emollient creams.,Safety awareness,0.9743553996086121,1
39,iss_0015491,https://www.judiciary.uk/prevention-of-future-death-reports/kevin-freely/,2018-06-07,The fire hazard of paraffin-based emollient creams is not being sufficiently addressed by patients and care organisations.,Inadequate management of fire risks associated with paraffin-based emollient creams.,Fire safety risk,0.9722245931625366,2
39,iss_0020030,https://www.judiciary.uk/prevention-of-future-death-reports/john-hills/,2015-08-11,The potential fire risks of lower percentage paraffin-based emollient creams have not been adequately assessed or addressed.,Inadequate assessment of fire risks in low-percentage paraffin-based emollient creams.,Product safety risk,0.9640944004058838,3
39,iss_0016903,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-taylor-2/,2017-07-21,Care homes may lack awareness of the fire risks associated with low-paraffin emollient creams.,Lack of awareness regarding fire risks from low-paraffin emollient creams in care homes.,Fire safety awareness,0.9556012153625488,4
39,iss_0020028,https://www.judiciary.uk/prevention-of-future-death-reports/john-hills/,2015-08-11,Prescribing clinicians and pharmacies failed to consider or communicate the fire risks of paraffin-based emollients to the resident and care staff.,Failure to communicate fire risks associated with paraffin-based emollients.,Information communication failure,0.9511866569519043,5
39,iss_0010385,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-allison-prevention-of-future-deaths-report/,2021-08-03,"There is insufficient awareness among families, carers, and GPs regarding the fire risks posed by emollient creams.",Insufficient awareness of fire risks associated with emollient creams.,Safety awareness deficit,0.9483085870742798,6
39,iss_0020029,https://www.judiciary.uk/prevention-of-future-death-reports/john-hills/,2015-08-11,There is insufficient information provided to care home staff regarding the ignition risks of emollient creams in community settings.,Inadequate information regarding the ignition risks of emollient creams.,Information deficiency,0.946235179901123,7
39,iss_0001367,https://www.judiciary.uk/prevention-of-future-death-reports/james-rownsley-prevention-of-future-deaths-report/,2025-08-12,There is a lack of awareness among professionals and the public regarding emollient fire risks.,Insufficient awareness of fire risks associated with emollients.,Safety awareness,0.9450819492340088,8
39,iss_0016900,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-taylor-2/,2017-07-21,Healthcare professionals in hospital and community settings may lack awareness of the fire risks posed by low-paraffin emollient creams.,Healthcare professionals lack awareness of fire risks from low-paraffin emollient creams.,Safety awareness deficit,0.9406607747077942,9
39,iss_0016898,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-taylor-2/,2017-07-21,Emollient creams containing low levels of paraffin pose a potential fire hazard.,Paraffin content in emollient creams poses a fire hazard.,Flammability risk,0.9193176031112671,10
39,iss_0016901,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-taylor-2/,2017-07-21,Members of the public purchasing emollient creams over the counter are not verbally warned of potential fire hazards.,Lack of verbal warnings regarding fire hazards when purchasing emollient creams.,Product safety communication,0.9018632173538208,11
39,iss_0015510,https://www.judiciary.uk/prevention-of-future-death-reports/brian-bicat/,2018-05-29,Paraffin-based emollients pose a potential fire hazard risk.,Paraffin-based emollients present a potential fire hazard.,Fire safety risk,0.892247200012207,12
40,iss_0016982,https://www.judiciary.uk/prevention-of-future-death-reports/john-ramsden/,2017-07-06,The pharmacy failed to deliver prescribed medication in a timely manner.,Failure to deliver prescribed medication in a timely manner.,Service delivery delay,0.9636802077293396,1
40,iss_0002530,https://www.judiciary.uk/prevention-of-future-death-reports/raymond-jennings-prevention-of-future-deaths-report/,2025-03-06,The care home failed to promptly administer prescribed antibiotics.,Failure to administer prescribed medication in a timely manner.,Medication administration error,0.9566482901573181,2
40,iss_0021725,https://www.judiciary.uk/prevention-of-future-death-reports/martin-hill-2/,2014-08-22,Prescribed Pabrinex was not administered to the patient.,Failure to administer prescribed medication to a patient.,Medication administration error,0.9543866515159607,3
40,iss_0022737,https://www.judiciary.uk/prevention-of-future-death-reports/herta-woods/,2014-02-26,Prescribed Oramorph was not administered to the patient.,Failure to administer prescribed medication to a patient.,Medication administration error,0.9543866515159607,4
40,iss_0018354,https://www.judiciary.uk/prevention-of-future-death-reports/george-watson/,2016-08-19,The hospital failed to ensure patients were discharged with necessary oral pain relief.,Failure to provide necessary medication upon patient discharge.,Medication management error,0.9458047151565552,5
40,iss_0018855,https://www.judiciary.uk/prevention-of-future-death-reports/patrick-mcgagh/,2016-04-28,The patient was not provided with prescribed antibiotics upon discharge from the hospital.,Failure to provide prescribed medication upon hospital discharge.,Medication administration error,0.9399478435516357,6
40,iss_0003009,https://www.judiciary.uk/prevention-of-future-death-reports/david-crompton-prevention-of-future-deaths-report/,2024-12-31,The pharmacy failed to supply essential anti-epileptic medication promptly on two separate occasions.,Failure to provide essential medication in a timely manner.,Medication supply delay,0.9387609362602234,7
40,iss_0022500,https://www.judiciary.uk/prevention-of-future-death-reports/leslie-harding/,2014-04-08,The surgery failed to provide necessary prescriptions for Clexane over several periods.,Failure to provide necessary prescriptions for medication over multiple periods.,Prescription omission,0.9322285652160645,8
40,iss_0018734,https://www.judiciary.uk/prevention-of-future-death-reports/rodney-blair/,2016-05-19,The prisoner was not referred to a GP to continue his existing antidepressant prescription.,Failure to provide continuity of care for existing medication prescriptions.,Healthcare continuity,0.9193177223205566,9
40,iss_0010076,https://www.judiciary.uk/prevention-of-future-death-reports/darren-lawrence-prevention-of-future-deaths-report/,2021-10-15,The GP practice failed to ensure the prescribed medication was issued despite receiving clinical requests.,Failure to issue prescribed medication following clinical requests.,Medication administration error,0.9159315228462219,10
40,iss_0012777,https://www.judiciary.uk/prevention-of-future-death-reports/david-potts/,2019-11-26,The prescribed Beriplex was not administered in a timely manner.,Delayed administration of prescribed medication.,Medication administration error,0.9149366021156311,11
40,iss_0015452,https://www.judiciary.uk/prevention-of-future-death-reports/patricia-palin/,2018-06-19,"Essential prescribed medication was not in stock, causing a delay in administration.",Delay in medication administration due to lack of stock.,Medication availability,0.9057251811027527,12
41,iss_0022654,https://www.judiciary.uk/prevention-of-future-death-reports/afifa-qaisar/,2014-03-10,Nursing records failed to accurately confirm whether drugs were actually administered to the patient.,Inaccurate documentation of medication administration in nursing records.,Documentation error,0.9718528985977173,1
41,iss_0012047,https://www.judiciary.uk/prevention-of-future-death-reports/mildred-horrex/,2020-06-08,Medication administration records were inaccurate.,Inaccuracy in medication administration records.,Documentation error,0.9610246419906616,2
41,iss_0000568,https://www.judiciary.uk/prevention-of-future-death-reports/valerie-gibson-prevention-of-future-deaths-report/,2025-12-17,Medication administration was incorrectly recorded on the electronic medication record by different registered nurses.,Inaccurate recording of medication administration in electronic records.,Documentation error,0.9589492678642273,3
41,iss_0021056,https://www.judiciary.uk/prevention-of-future-death-reports/philip-smith/,2015-01-21,Nursing staff failed to record the administration of Tramadol.,Failure to record medication administration.,Documentation error,0.9437354803085327,4
41,iss_0006964,https://www.judiciary.uk/prevention-of-future-death-reports/shane-west-prevention-of-future-deaths-report/,2023-07-19,There were discrepancies between nursing notes and prescription charts regarding laxative administration.,Discrepancies between nursing documentation and medication administration records.,Documentation inconsistency,0.9434438943862915,5
41,iss_0020804,https://www.judiciary.uk/prevention-of-future-death-reports/leonardus-vries/,2015-03-09,Documentary deficiencies prevented precise tracking of administered controlled medication.,Inaccurate documentation of administered controlled medication.,Medication administration errors,0.9377485513687134,6
41,iss_0006741,https://www.judiciary.uk/prevention-of-future-death-reports/miss-c-prevention-of-future-deaths-report/,2023-08-25,There were discrepancies between the clinical notes and the drug chart regarding the amount of dextrose administered.,Discrepancies between clinical notes and medication charts regarding administered doses.,Documentation inconsistency,0.9321740865707397,7
41,iss_0014545,https://www.judiciary.uk/prevention-of-future-death-reports/janice-davies/,2018-12-31,Clinical observations were not documented following administration of oramorph.,Failure to document clinical observations after medication administration.,Documentation failure,0.9226604700088501,8
41,iss_0004743,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-clement-prevention-of-future-deaths-report/,2024-05-14,Nursing records on Reedyford ward were inadequate regarding medication recording and medical review requests.,Inadequate nursing documentation regarding medication administration and medical review requests.,Clinical documentation failure,0.9212626218795776,9
41,iss_0006414,https://www.judiciary.uk/prevention-of-future-death-reports/jason-bayley-prevention-of-future-deaths-report/,2023-10-17,Inaccurate documentation of medication administration poses a risk to patient safety.,Inaccurate documentation of medication administration risks patient safety.,Clinical documentation error,0.9201115965843201,10
41,iss_0020295,https://www.judiciary.uk/prevention-of-future-death-reports/lottie-reid/,2015-06-25,The electronic medication administration chart did not match the discharge letter and prescription.,Discrepancy between electronic medication records and discharge documentation.,Medication documentation error,0.8990879058837891,11
41,iss_0016614,https://www.judiciary.uk/prevention-of-future-death-reports/james-maddox/,2017-09-17,A clerical error led to the failure to recognise aspirin administration by the ambulance service.,Failure to record medication administration due to a clerical error.,Documentation error,0.8954682350158691,12
42,iss_0002562,https://www.judiciary.uk/prevention-of-future-death-reports/lachlan-campbell-1-prevention-of-future-deaths-report/,2025-02-28,Information sharing between the South Western Ambulance Service and Devon and Cornwall Police was inadequate.,Inadequate information sharing between emergency services.,Inter-agency communication,0.9711048603057861,1
42,iss_0012231,https://www.judiciary.uk/prevention-of-future-death-reports/jason-pendlebury/,2020-03-12,"Communication systems between the police, ambulance service, GPs, and mental health professionals were inadequate.",Inadequate communication between emergency services and healthcare professionals.,Inter-agency communication,0.9695202112197876,2
42,iss_0019179,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-day/,2016-02-23,Communication between the 111 service and the London Ambulance Service was ineffective.,Ineffective communication between emergency services.,Inter-agency communication,0.9535133838653564,3
42,iss_0000703,https://www.judiciary.uk/prevention-of-future-death-reports/aminata-coulibaly-prevention-of-future-deaths-report/,2025-11-26,Essex Police failed to share details of a distressed phone call with the mental health Trust.,Failure to share critical information between emergency services and healthcare providers.,Information sharing failure,0.9462372064590454,4
42,iss_0022925,https://www.judiciary.uk/prevention-of-future-death-reports/paul-rogerson/,2014-01-22,Communication between Police Control and the Fire and Rescue Service during rescues is insufficient.,Insufficient communication between emergency services during rescue operations.,Inter-agency communication,0.943718433380127,5
42,iss_0011566,https://www.judiciary.uk/prevention-of-future-death-reports/agnes-marchessou/,2020-11-27,Police officers failed to communicate crucial information from the bus driver to the ambulance crew and hospital staff.,Failure to communicate critical information between emergency responders and medical staff.,Communication failure,0.9437081217765808,6
42,iss_0020750,https://www.judiciary.uk/prevention-of-future-death-reports/grant-benson/,2015-03-18,There is a lack of a joined-up approach between different emergency services.,Lack of coordination between different emergency services.,Inter-agency coordination,0.939016580581665,7
42,iss_0014466,https://www.judiciary.uk/prevention-of-future-death-reports/mark-harris/,2019-01-17,There is no agreed protocol between the ambulance and police services to facilitate effective communication.,Lack of standardised communication protocols between emergency services.,Inter-agency communication,0.932914137840271,8
42,iss_0007258,https://www.judiciary.uk/prevention-of-future-death-reports/ivan-ignatov-prevention-of-future-deaths-report/,2023-06-08,A lack of direct communication channels between emergency services and search and rescue agencies causes operational misunderstandings.,Insufficient communication channels between emergency services and search and rescue agencies.,Inter-agency communication failure,0.9214863777160645,9
42,iss_0013479,https://www.judiciary.uk/prevention-of-future-death-reports/richard-carlon/,2019-07-22,Communication between emergency services and mental health teams was inadequate.,Inadequate communication between emergency services and mental health teams.,Inter-agency communication,0.9149587154388428,10
42,iss_0009919,https://www.judiciary.uk/prevention-of-future-death-reports/joseph-martin-prevention-of-future-deaths-report/,2021-11-16,The police failed to communicate urgent medical history to hospital staff during a mental health crisis.,Failure to communicate critical medical information during a crisis.,Information handover failure,0.8906773328781128,11
42,iss_0010864,https://www.judiciary.uk/prevention-of-future-death-reports/richard-ormond/,2021-05-05,Prison staff failed to communicate critical patient information to the ambulance service promptly.,Failure to communicate critical patient information to emergency services promptly.,Communication failure,0.8815537691116333,12
43,iss_0009447,https://www.judiciary.uk/prevention-of-future-death-reports/vijaykumar-gadhavi-prevention-of-future-deaths-report/,2022-02-28,The allocated nurse failed to conduct a required risk assessment.,Failure to conduct a required risk assessment.,Clinical negligence,0.9676386713981628,1
43,iss_0020249,https://www.judiciary.uk/prevention-of-future-death-reports/tommy-faisali/,2015-07-06,Mental health teams are failing to complete or document necessary risk assessments.,Failure to complete or document required risk assessments.,Clinical documentation failure,0.9603720903396606,2
43,iss_0002057,https://www.judiciary.uk/prevention-of-future-death-reports/george-fraser-prevention-of-future-deaths-report/,2025-05-23,The Mental Health and Wellbeing Team failed to conduct a robust risk assessment.,Failure to conduct a robust risk assessment.,Inadequate risk management,0.9587047100067139,3
43,iss_0010285,https://www.judiciary.uk/prevention-of-future-death-reports/hazel-wiltshire-prevention-of-future-deaths-report/,2021-09-01,No risk assessments were completed across the three wards despite identified fall risks.,Failure to complete risk assessments despite identified risks.,Risk management failure,0.9578782320022583,4
43,iss_0001013,https://www.judiciary.uk/prevention-of-future-death-reports/tony-duncan-prevention-of-future-deaths-report/,2025-10-15,No evidence exists that a formal risk assessment was completed despite recognised risks to self and others.,Failure to complete a formal risk assessment despite identified risks.,Risk management failure,0.9557150602340698,5
43,iss_0014155,https://www.judiciary.uk/prevention-of-future-death-reports/david-mobsby/,2019-03-11,No risk assessments were undertaken for specific work tasks.,Failure to conduct risk assessments for specific work tasks.,Risk assessment failure,0.9463040828704834,6
43,iss_0007065,https://www.judiciary.uk/prevention-of-future-death-reports/chrisitian-tuvi-prevention-of-future-deaths-report/,2023-07-10,Site-specific risk assessments were not completed.,Failure to complete site-specific risk assessments.,Risk assessment failure,0.9392672777175903,7
43,iss_0006514,https://www.judiciary.uk/prevention-of-future-death-reports/paula-lenihan-prevention-of-future-deaths-report/,2023-10-02,There is an ongoing failure within the Trust to ensure the satisfactory completion of risk assessments.,Failure to ensure the satisfactory completion of risk assessments.,Risk management failure,0.9326629042625427,8
43,iss_0005713,https://www.judiciary.uk/prevention-of-future-death-reports/nadia-wyatt-prevention-of-future-deaths-report/,2024-01-15,Failure to undertake or record risk assessments at appropriate stages.,Failure to conduct or document risk assessments at required stages.,Risk management failure,0.9312501549720764,9
43,iss_0016905,https://www.judiciary.uk/prevention-of-future-death-reports/pauline-taylor-2/,2017-07-21,Locala failed to undertake a further risk assessment following a significant change in the patient's circumstances.,Failure to conduct a risk assessment following a significant change in circumstances.,Risk assessment failure,0.9292144775390625,10
43,iss_0011017,https://www.judiciary.uk/prevention-of-future-death-reports/john-brumfitt/,2021-04-06,Opportunities to assess risks and take preventative action were missed.,Failure to identify risks and implement preventative measures.,Risk management failure,0.9200124740600586,11
43,iss_0022288,https://www.judiciary.uk/prevention-of-future-death-reports/gary-richards/,2014-05-09,Clinical staff failed to utilise appropriate risk assessment tools.,Failure to use appropriate risk assessment tools.,Clinical process failure,0.9079183340072632,12
44,iss_0021373,https://www.judiciary.uk/prevention-of-future-death-reports/mark-hancock/,2014-11-10,Multi-disciplinary team meeting records were not maintained.,Failure to maintain multi-disciplinary team meeting records.,Record keeping failure,0.9545063972473145,1
44,iss_0017012,https://www.judiciary.uk/prevention-of-future-death-reports/robert-cardwell/,2017-06-23,Record keeping during multidisciplinary team meetings was insufficient.,Inadequate documentation of multidisciplinary team meetings.,Inadequate record keeping,0.9539939761161804,2
44,iss_0018036,https://www.judiciary.uk/prevention-of-future-death-reports/michaela-thompson/,2016-11-02,Multi-disciplinary team meetings were inadequately documented in the case notes.,Inadequate documentation of multidisciplinary team meetings in case notes.,Incomplete clinical documentation,0.9539731740951538,3
44,iss_0014791,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-jackson/,2018-11-13,The conduct of multi-disciplinary team meetings is inadequate.,Inadequate conduct of multidisciplinary team meetings.,Meeting management,0.9499813318252563,4
44,iss_0006098,https://www.judiciary.uk/prevention-of-future-death-reports/teresa-chmielek-prevention-of-future-deaths-report/,2023-11-24,The SPoE Nurse failed to include information regarding a recent suicide attempt in the screening MDT meeting notes.,Failure to record critical clinical information in multidisciplinary team meeting notes.,Clinical documentation error,0.9487175345420837,5
44,iss_0023490,https://www.judiciary.uk/prevention-of-future-death-reports/reggie-johns/,2013-09-16,Prison staff failed to hold a multi-disciplinary meeting as required by Prison Service Order 2700.,Failure to conduct required multi-disciplinary meetings.,Procedural non-compliance,0.9321622848510742,6
44,iss_0011693,https://www.judiciary.uk/prevention-of-future-death-reports/linda-doherty/,2020-11-05,Procedures to ensure MDT meeting recommendations are actioned were inadequate.,Inadequate procedures for actioning multidisciplinary team meeting recommendations.,Clinical governance failure,0.919920802116394,7
44,iss_0014241,https://www.judiciary.uk/prevention-of-future-death-reports/keith-heatley/,2019-02-26,Multidisciplinary team meetings were not consistently recorded within the clinical notes.,Inconsistent recording of multidisciplinary team meetings in clinical notes.,Documentation deficiency,0.9168927669525146,8
44,iss_0003636,https://www.judiciary.uk/prevention-of-future-death-reports/locket-williams-prevention-of-future-deaths-report/,2024-10-14,CAMHS staff do not always attend or engage with Core Group Meetings.,Staff failure to attend or engage with multidisciplinary meetings.,Professional engagement,0.9120809435844421,9
44,iss_0018861,https://www.judiciary.uk/prevention-of-future-death-reports/ernest-higgs/,2016-04-27,The GP failed to record clinical advice in the multi-disciplinary notes.,Failure to record clinical advice in multi-disciplinary notes.,Incomplete clinical documentation,0.9114094972610474,10
44,iss_0017010,https://www.judiciary.uk/prevention-of-future-death-reports/robert-cardwell/,2017-06-23,The multidisciplinary team failed to discuss a patient despite receiving information regarding their care needs.,Failure to conduct multidisciplinary team discussions regarding patient care needs.,Communication failure,0.9105967283248901,11
44,iss_0002113,https://www.judiciary.uk/prevention-of-future-death-reports/tina-doig-prevention-of-future-deaths-report/,2025-05-16,A multidisciplinary team meeting was not held to discuss the proposed treatment and risks.,Failure to hold a multidisciplinary team meeting to discuss treatment and risks.,Clinical governance failure,0.9098637700080872,12
45,iss_0011809,https://www.judiciary.uk/prevention-of-future-death-reports/daphne-mckenna/,2020-10-01,There is a lack of safety signage to alert the public to the danger.,Insufficient safety signage to warn of potential hazards.,Inadequate safety warnings,0.9622135758399963,1
45,iss_0021161,https://www.judiciary.uk/prevention-of-future-death-reports/kevin-lawrence/,2014-12-18,Existing warning signage is insufficiently large and positioned too low.,Warning signage is inadequate in size and placement.,Inadequate safety signage,0.9527575969696045,2
45,iss_0021536,https://www.judiciary.uk/prevention-of-future-death-reports/kai-lambe/,2014-10-06,Safety signage at the site is insufficient.,Inadequate safety signage at the site.,Safety signage deficiency,0.9463157653808594,3
45,iss_0015593,https://www.judiciary.uk/prevention-of-future-death-reports/hans-peter-schmidt/,2018-05-14,There is a lack of warning signs and pictograms at public locations within the resort.,Insufficient warning signage and pictograms at public locations.,Inadequate safety signage,0.9320266246795654,4
45,iss_0000093,https://www.judiciary.uk/prevention-of-future-death-reports/william-webb-prevention-of-future-deaths-report/,2026-02-26,There is no signage nearby to alert the public to potential risks.,Lack of warning signage for potential hazards.,Inadequate safety signage,0.931272566318512,5
45,iss_0011531,https://www.judiciary.uk/prevention-of-future-death-reports/william-israel/,2020-12-03,Warning signage at the station is insufficiently prominent and lacks adequate highlighting.,Warning signage is insufficiently prominent and lacks adequate highlighting.,Inadequate safety signage,0.9268710613250732,6
45,iss_0020971,https://www.judiciary.uk/prevention-of-future-death-reports/jordan-roberts/,2015-02-06,Existing warning signs are too small and difficult to notice.,Warning signs are insufficiently sized and lack visibility.,Inadequate signage,0.9259658455848694,7
45,iss_0004966,https://www.judiciary.uk/prevention-of-future-death-reports/david-carpenter-prevention-of-future-deaths-report/,2024-04-22,Public warning signs regarding the danger zone are insufficiently visible.,Warning signs for danger zones are insufficiently visible.,Inadequate safety signage,0.924979031085968,8
45,iss_0002789,https://www.judiciary.uk/prevention-of-future-death-reports/alex-crook-prevention-of-future-deaths-report/,2025-01-30,There is an urgent need for life-saving equipment and improved signage at the site.,Inadequate emergency equipment and safety signage at the site.,Safety equipment deficiency,0.8799552917480469,9
45,iss_0022847,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-jones/,2014-02-03,The roadside warning triangle sign at the junction is insufficiently visible to road users.,Roadside warning signage is insufficiently visible to road users.,Inadequate visibility,0.877110481262207,10
45,iss_0009843,https://www.judiciary.uk/prevention-of-future-death-reports/jordan-mhlanga-veira-prevention-of-future-deaths-report/,2021-11-26,"Warning signs, throw ropes, and buoys should be considered for the site.",Inadequate provision of safety signage and rescue equipment at the site.,Safety equipment deficiency,0.8537712097167969,11
46,iss_0012163,https://www.judiciary.uk/prevention-of-future-death-reports/edna-davenport/,2020-04-03,Staff failed to perform neurological observations following a visible head injury.,Failure to perform neurological observations following a head injury.,Clinical monitoring failure,0.9699575901031494,1
46,iss_0016428,https://www.judiciary.uk/prevention-of-future-death-reports/william-bergman/,2017-10-31,The staff nurse failed to perform immediate general and neurological observations following the head injury.,Failure to perform required neurological observations following a head injury.,Clinical monitoring failure,0.9666911363601685,2
46,iss_0021032,https://www.judiciary.uk/prevention-of-future-death-reports/john-matthews/,2015-01-29,Neurological observations were not instituted as required.,Failure to perform required neurological observations.,Clinical monitoring failure,0.9535163640975952,3
46,iss_0022720,https://www.judiciary.uk/prevention-of-future-death-reports/peter-norman-nott/,2014-02-28,Trained staff failed to undertake neurological observations following a fall.,Failure to perform required neurological observations following a patient fall.,Clinical monitoring failure,0.9499503374099731,4
46,iss_0021786,https://www.judiciary.uk/prevention-of-future-death-reports/vivian-hunt/,2014-08-06,Neurological observations were not performed following a fall and a facial injury.,Failure to perform neurological observations following a fall and facial injury.,Clinical monitoring failure,0.9494497179985046,5
46,iss_0018265,https://www.judiciary.uk/prevention-of-future-death-reports/dildar-shariff/,2016-09-07,No CT scan or neurological observations were performed following the patient's initial fall.,Failure to perform CT scan or neurological observations following a patient fall.,Clinical monitoring failure,0.9355807304382324,6
46,iss_0014470,https://www.judiciary.uk/prevention-of-future-death-reports/john-preece/,2019-01-15,Registered nurses and support workers failed to conduct appropriate neurological observations.,Failure to conduct appropriate neurological observations.,Clinical monitoring failure,0.9303925037384033,7
46,iss_0000468,https://www.judiciary.uk/prevention-of-future-death-reports/sarah-heaver-prevention-of-future-deaths-report/,2026-01-09,Structured neurological observations were not undertaken for a patient presenting with a low GCS.,Failure to perform structured neurological observations for a patient with low GCS.,Clinical monitoring failure,0.9220623970031738,8
46,iss_0023097,https://www.judiciary.uk/prevention-of-future-death-reports/elsie-may-treece/,2013-12-16,A head CT scan was not performed following a patient's initial fall.,Failure to perform a head CT scan following a patient fall.,Diagnostic omission,0.9087979793548584,9
46,iss_0010458,https://www.judiciary.uk/prevention-of-future-death-reports/fred-reynolds/,2021-07-15,Neurological observations were not continued following the head injury.,Failure to continue neurological observations following a head injury.,Clinical monitoring failure,0.8927603960037231,10
