group_id,group_label,group_description,issue_count,report_count,first_date,last_date,median_centroid_similarity,sample_issues
103,Inadequate swimming hazard signage,"A lack of clear warnings regarding water depth, currents, and prohibited swimming areas.",6,6,2014-03-04,2024-07-03,0.9500806331634521,Absence of warning signage or markers for unsafe swimming conditions. | Inadequate signage warning against swimming in the lake area. | Lack of adequate signage for water depth and potential hazards.
104,Venous thromboembolism prophylaxis failures,Inadequate implementation of mechanical or pharmacological measures to prevent deep vein thrombosis.,6,4,2015-11-02,2024-06-04,0.9509744048118591,Failure to implement mechanical thromboprophylaxis following risk assessment. | Failure to provide mechanical venous thromboembolism prophylaxis. | Failure to identify omission of prescribed mechanical thromboprophylaxis.
105,Radiology staffing shortages,Insufficient clinical staff causing delays in diagnostic imaging and reporting.,6,6,2016-05-12,2024-05-29,0.9530390501022339,Staffing shortages in radiology cause delays in diagnostic reporting. | Radiologist shortages are causing delays in radiology reporting. | Staffing shortages causing delays in diagnostic imaging procedures and reporting.
106,Delayed clinical assessment,Delays in medical evaluation of patients following admission or presentation in emergency departments.,6,6,2014-02-05,2023-09-01,0.9485023021697998,Delayed medical assessment following admission to the emergency department. | Delayed initial assessment in emergency departments following symptom presentation. | Delay in clinical assessment following patient admission.
107,Delays in mental health assessments,Shortages of approved practitioners are causing delays in completing required assessments.,6,6,2016-10-07,2023-04-27,0.9484482407569885,Insufficient availability of approved mental health professionals causing assessment delays. | Delay in Mental Health Act assessment due to practitioner unavailability. | Delays in obtaining Mental Health Act assessments.
108,Inadequate speed limit signage,Insufficient or poorly positioned signs for communicating speed limit changes and warnings.,6,4,2015-06-19,2022-07-25,0.9537962675094604,Inadequate signage for communicating changes in speed limits. | Inadequate signage for temporary speed limit changes. | Inadequate speed limits or advisory signage on a road section.
109,CTG interpretation training deficiencies,"Inadequate training, assessment, and competency verification for interpreting cardiotocograph traces.",6,3,2014-02-25,2017-03-09,0.9651817083358765,Inadequate training on CTG tracing interpretation in the midwifery syllabus. | Insufficient training for midwives in interpreting CTG traces. | Lack of mandatory annual refresher training for CTG interpretation by midwives.
110,Learning disability accessibility failures,Inadequate provision of reasonable adjustments and communication support for patients with learning disabilities.,5,5,2015-08-12,2026-03-10,0.9423325061798096,Failure to implement reasonable adjustments for patients with learning disabilities. | Failure to address communication barriers for patients with learning disabilities. | Failure to provide reasonable adjustments for pain assessment in patients with learning disabilities.
111,Sepsis screening tool non-compliance,Failure to utilise prescribed sepsis assessment tools during patient clinical evaluations.,5,5,2015-10-16,2026-02-13,0.9682246446609497,Failure to use the sepsis screening tool during clinical assessment. | Failure to use the prescribed sepsis screening tool during patient assessment. | Failure to utilise the sepsis assessment tool.
112,Patient repositioning non-compliance,Failure to follow established protocols and instructions for repositioning patients.,5,5,2023-03-06,2026-02-09,0.9570325016975403,Failure to correctly perform or record patient repositioning. | Failure to implement clinical instructions for patient repositioning. | Inadequate protocols for patient repositioning.
113,Inaccessible medical records,Difficulty accessing patient records hinders clinical assessment and management.,5,5,2013-08-21,2026-01-12,0.9588086605072021,Lack of direct access to medical records during clinical assessment. | Clinical assessment hindered by unavailable patient medical records. | Lack of direct access to electronic patient records during clinical assessments.
114,Inadequate nutritional support,Failure to provide sufficient nutrition to patients during hospitalisation.,5,5,2021-03-03,2026-01-08,0.97216796875,Inadequate nutritional support for patients during hospitalisation. | Inadequate provision of sustained nutritional support for hospitalised patients. | Inadequate management of nutritional requirements during hospitalisation.
115,Unreported medical conditions,Failure to notify the DVLA of health issues affecting driving safety.,5,5,2016-01-13,2025-11-12,0.9666510820388794,Failure to notify the DVLA of a driver's medical condition. | Failure to notify the DVLA of a medical condition. | Failure to report medical conditions to the DVLA for assessment.
116,Inadequate post-overdose medication monitoring,Failure to review or monitor medication use following reports of intentional overdose.,5,3,2016-07-26,2025-10-27,0.955315351486206,Failure to review medications following disclosure of an overdose. | Failure to conduct medication reviews following reports of intentional overdose. | Failure to take action following disclosure of a medication overdose.
117,Venous thromboembolism policy inadequacy,"Deficiencies in the development, clarity, and staff comprehension of local VTE protocols.",5,3,2022-04-01,2025-10-24,0.947953999042511,Insufficient staff awareness of venous thromboembolism policy and implementation. | Staff training on local venous thromboembolism policy is inadequate or poorly engaged. | Inconsistency and lack of clarity in local venous thromboembolism policy.
118,Delayed emergency medical response,Failure to seek or provide timely medical assistance for unwell or unconscious residents.,5,4,2013-12-17,2025-10-20,0.973944902420044,Failure to seek medical assistance for an unconscious resident. | Failure to seek medical advice for an unconscious resident. | Failure to seek timely medical attention for unconscious residents.
119,Paediatric to adult service transitions,A lack of structured pathways and guidance when moving between paediatric and adult mental health services.,5,4,2019-10-01,2025-08-12,0.9647166728973389,Lack of defined transition pathways between paediatric and adult mental health services. | Inadequate transition arrangements for individuals moving from paediatric to adult mental health services. | Insufficient national guidance and provision for transitions from CAMHS to adult services.
120,Inadequate discharge follow-up arrangements,Patients are being discharged from hospital without organised follow-up care or appointments.,5,5,2017-03-10,2025-07-22,0.959374189376831,Patient discharged from hospital without follow-up care arrangements. | Patient discharged from hospital without a planned follow-up appointment. | Patient discharged without provision for follow-up care.
121,Delays in urgent referrals,Failure to recognise or process urgent clinical referrals within required timeframes.,5,5,2013-12-17,2025-06-30,0.9542092680931091,Failure to recognise the urgency of a referral. | Failure to provide timely assessments following urgent referrals. | Failure to process urgent clinical referrals in a timely manner.
122,Insufficient clinical decision documentation,Clinical records fail to provide adequate rationale for decisions or details of patient discussions.,5,5,2017-12-21,2025-06-18,0.9612542390823364,Clinical records lack sufficient documentation of decision-making rationale. | Clinical documentation lacks sufficient detail regarding decision-making processes. | Clinical documentation lacks rationale for decisions and details of patient discussions.
123,Hypoglycaemia management failures,Inadequate monitoring and failure to follow clinical protocols for managing low blood glucose levels.,5,5,2021-03-03,2025-06-18,0.9632344245910645,Failure to monitor blood glucose levels following a hypoglycaemic event. | Failure to follow clinical guidelines for managing hypoglycaemia. | Failure to follow critical medical instructions for hypoglycaemia management.
124,Non-compliance with risk management protocols,Failure to follow established risk assessment and mitigation procedures.,5,4,2013-12-18,2025-06-17,0.959331214427948,Failure to adhere to established risk mitigation measures. | Failure to implement identified risk mitigation measures. | Failure to comply with risk assessment and management policies.
125,Tissue viability referral delays,Failures or delays in referring patients to tissue viability specialists.,5,5,2013-08-20,2025-06-11,0.9655882120132446,Delay in referral to tissue viability nurses. | Delays in referrals to tissue viability nurses. | Delays in referring patients to tissue viability specialists.
126,Inadequate internal investigations,Failure to conduct thorough or formal enquiries into clinical care failures.,5,5,2015-04-29,2025-06-11,0.9512738585472107,Failure to conduct an internal investigation into provided care. | Failure to conduct an internal investigation into care failures. | Failure to conduct a detailed investigation into care and treatment provided.
127,Out-of-hours thrombectomy service gaps,Insufficient provision and funding for mechanical thrombectomy services outside of standard hours.,5,4,2023-11-17,2025-06-02,0.9623273015022278,Lack of out-of-hours thrombectomy services for stroke patients in Lancashire. | Lack of out-of-hours mechanical thrombectomy services at a specific NHS trust. | Lack of out-of-hours commissioned thrombectomy services for stroke patients.
128,Online marketplace poison sales guidance,The guidance lacks specific instructions and training for selling reportable poisons through online marketplaces.,5,5,2025-05-23,2025-05-23,0.9962835311889648,Guidance lacks specific training for sellers of reportable poisons via online marketplaces. | Guidance lacks specific training for sellers of reportable poisons from online marketplaces. | Guidance lacks specific instructions for selling reportable poisons via online marketplaces.
129,Unauthorised data sharing,Vendor contact details are being disclosed on platforms promoting self-harm.,5,5,2025-05-23,2025-05-23,0.9966058135032654,Vendors are unaware their contact details are shared on platforms promoting suicide methods. | Vendors are unaware their details are shared on platforms promoting suicide methods.
130,DVLA notification failures,Inadequate processes for assessing and reporting medical conditions affecting driving fitness to the DVLA.,5,4,2020-06-16,2025-04-17,0.9586225748062134,Lack of mandatory medical reporting for driving fitness to the DVLA. | Absence of local policy for assessing patient fitness to drive and DVLA notification. | Failure to discuss driving fitness and DVLA notification requirements upon patient discharge.
131,Working at height safety,"Insufficient measures, equipment, and training to prevent falls from height.",5,5,2013-08-05,2025-04-03,0.9561799764633179,Inadequate health and safety measures for working at height. | Inadequate measures to prevent falls from height. | Absence of safety netting to prevent falls from height.
132,Post-mortem medication administration errors,Failure to correctly manage or verify prescribed medication for deceased patients.,5,5,2014-09-18,2025-03-11,0.9569286704063416,Failure to administer prescribed medication to a deceased person. | Failure to administer prescribed steroid medication to a deceased patient. | Failure to verify medication contents before administration to a deceased person.
133,Insecure perimeter fencing,Physical barriers are insufficient to prevent unauthorised access to the site.,5,4,2015-05-27,2024-07-23,0.9656898975372314,Inadequate fencing fails to prevent unauthorised access. | A gap in the perimeter fencing allows unauthorised access. | Perimeter fencing is insufficiently secured.
134,Choking risk assessment failures,Inadequate identification and assessment of potential choking hazards.,5,5,2020-04-24,2024-07-10,0.9476035833358765,Failure to adequately recognise choking risks. | Failure to accurately assess and recognise choking risks. | Failure to conduct choking risk assessments following ingestion of non-food items.
135,Inadequate clinical staffing levels,Insufficient personnel available to ensure proper patient supervision and monitoring.,5,5,2015-03-19,2024-04-17,0.9643586277961731,Insufficient staffing levels resulting in inadequate patient supervision. | Insufficient patient supervision caused by inadequate clinical staffing levels. | Inadequate staffing levels resulting in insufficient clinical supervision and monitoring.
136,Sepsis recognition failure,Inability to identify clinical signs or urgency of sepsis.,5,5,2018-07-11,2024-03-11,0.9660787582397461,Failure to recognise clinical signs of sepsis. | Failure to recognise clinical indicators of sepsis. | Failure to recognise the development of sepsis.
137,Medication non-collection reporting failures,Inefficiencies and gaps in the processes for notifying staff when medication is not collected.,5,2,2017-11-17,2024-02-08,0.9435847997665405,Lack of a direct reporting mechanism for medication non-collection. | Inefficient intermediary reporting process for medication non-collection alerts. | Pharmacy reporting system fails to notify key workers of medication non-collection.
138,Cold water immersion oversight,"A lack of standardised regulation, monitoring, and safety guidance for providers and session leaders.",5,1,2023-10-04,2023-10-04,0.96733158826828,Insufficient health and safety guidance for cold water immersion providers. | Lack of regulation and quality assurance for cold water immersion session leaders. | Lack of established voluntary self-regulation for cold water immersion providers.
139,Inadequate prison staffing levels,Insufficient personnel numbers compromise the safety of both prisoners and officers.,5,5,2014-08-08,2023-07-03,0.9773025512695312,Inadequate staffing levels compromise prisoner safety. | Insufficient staffing levels compromised prisoner safety. | Inadequate staffing levels compromised prisoner safety.
140,Incomplete information to emergency services,"Failure to communicate vital medical, medication, or location details to emergency responders.",5,5,2015-09-16,2023-04-28,0.9579178094863892,Failure to provide specific information to emergency services. | Failure to communicate relevant medical history to emergency services. | Failure to provide essential medical and medication information to emergency services.
141,Insufficient out-of-hours medical staffing,There is inadequate clinical coverage during weekends and outside of standard operating hours.,5,4,2015-03-02,2022-08-06,0.9503990411758423,Inadequate medical staffing levels during out-of-hours periods. | Insufficient medical coverage during out-of-hours periods. | Insufficient clinician availability during out-of-hours periods.
142,Delayed critical care referrals,Failure to escalate or refer patients to specialist intensive care services during clinical deterioration.,5,5,2013-09-24,2021-12-03,0.9513578414916992,Failure to refer patient to specialist critical care following clinical deterioration. | Failure to refer patient to critical care outreach team despite deteriorating clinical scores. | Failure to refer a patient to critical care in a timely manner.
143,Inadequate specialist referral follow-up,Failure to monitor or action clinical referrals and subsequent patient contact.,5,5,2018-01-29,2021-10-22,0.9587977528572083,Failure to follow up on an unanswered specialist clinical referral. | Failure to follow up on outstanding specialist referrals. | Failure to provide required clinical follow-up after referral.
144,Inadequate internal investigations,"Internal investigations lacked sufficient depth, thoroughness, or accuracy.",5,5,2014-07-29,2021-10-14,0.976398229598999,The internal investigation was inadequate. | The internal investigation into the incident was inadequate. | Internal investigation lacked sufficient depth and thoroughness.
145,Inadequate fall monitoring equipment,There is a shortage of alarms and sensors required to monitor high-risk patients for falls.,5,3,2013-11-05,2021-04-23,0.9447706341743469,Insufficient availability of fall alarms for high-risk patients. | Insufficient availability of fall sensors for monitoring high-risk patients. | Insufficient fall alarm equipment increases risk of patient injury.
146,Failure to recognise clinical deterioration,Inability to identify and respond to declining health in residents.,5,5,2014-01-10,2021-02-05,0.9637949466705322,Failure to recognise clinical deterioration in a resident. | Failure to recognise and respond to a resident's deteriorating health condition. | Failure to recognise an acutely unwell resident.
147,Inadequate street lighting,Insufficient or failed illumination at the site of a road collision.,5,5,2014-05-19,2020-07-10,0.9758113026618958,Lack of street lighting at the site of a collision. | Inadequate street lighting at the site of a road collision. | Lack of street lighting at the site of the collision.
148,Inappropriate patient ward placement,Patients are assigned to wards or departments that do not meet their clinical needs.,5,5,2013-09-23,2020-05-04,0.9636693000793457,Patient placed in an inappropriate ward. | A patient was placed in an inappropriate ward for their needs. | Patient treated in an inappropriate ward or department.
149,Inadequate clinical escalation,Failure to escalate patient care to the required level of clinical intensity.,5,5,2013-09-20,2019-09-26,0.9804742336273193,Failure to escalate clinical care when required. | Failure to escalate clinical care requirements. | Failure to escalate clinical care to the appropriate level.
150,Mental health funding shortages,Inadequate financial resources for mental health services increase risks to patient lives.,5,5,2018-10-03,2018-10-04,0.9725632667541504,Insufficient funding of mental health services increases mortality risk. | Insufficient funding of mental health services poses a risk to life. | Insufficient funding of mental health services may lead to patient fatalities.
151,Inadequate recording of self-harm intent,Failure to document patient statements or discussions regarding self-harm and suicide in medical records.,5,4,2015-02-02,2016-06-13,0.9462627172470093,Failure to formally record patient intentions of self-harm. | Failure to record discussions regarding assisted self-harm in medical records. | Failure to record self-harm or suicide comments in medical records.
152,Insufficient hazard warning signage,Warning signs for dangerous bends are inadequate.,5,4,2016-04-19,2016-04-19,0.995407223701477,Inadequate warning signage for a left-hand bend on the A470. | Inadequate warning signage for a hazardous bend on the A470. | Inadequate signage for a hazardous bend on the A470 Storey Arms.
153,Mental health bed shortages,Inadequate capacity in mental health wards increases mortality risks.,4,3,2024-03-07,2026-03-12,0.9754984378814697,Insufficient mental health bed capacity increases risk of mortality. | Insufficient availability of mental health beds increases risk of mortality. | Inadequate measures to mitigate mortality risks from insufficient mental health bed capacity.
154,Inadequate clinical documentation,"Medical records are missing information, inconsistent, or unclear.",4,4,2015-06-24,2026-02-25,0.9781343936920166,Clinical documentation is incomplete or missing. | Clinical documentation is incomplete. | Clinical documentation is insufficient and unclear.
155,Inadequate risk assessment training,Staff members have not completed the necessary training to conduct formal risk assessments.,4,4,2015-07-20,2026-02-19,0.9731018543243408,Staff have not received training in conducting risk assessments. | Staff lack formal training in risk assessment. | Staff have not completed required risk assessment training.
156,Inadequate fall risk signage,Warning signs fail to sufficiently communicate the danger of falling.,4,4,2015-02-03,2026-02-09,0.9563413262367249,Inadequate signage regarding fall risks. | Inadequate warning signage for preventing falls of vulnerable persons. | Warning signage failed to communicate specific fall risks.
157,DNACPR training and documentation,"Staff lack sufficient knowledge regarding the application, criteria, and documentation of DNACPR orders.",4,3,2014-04-30,2026-02-07,0.9607402682304382,Insufficient training and clarification regarding the application of DNACPR orders. | Staff lack understanding of criteria for withholding DNACPR orders. | Inadequate staff understanding of DNACPR documentation requirements.
158,Inadequate response to clinical risks,Failure to take necessary action following the identification of patient risks.,4,4,2014-06-09,2026-01-14,0.9525333642959595,Failure to act on urgent clinical warnings regarding patient risk. | Failure to conduct urgent clinical assessment despite reported increased risk. | Failure to act upon information regarding patient risk and admission.
159,Medication management and administration,"Inconsistent processes for dispensing, administering, and documenting medication and patient records.",4,4,2016-04-29,2025-12-17,0.9587339758872986,Inadequate management and documentation of medication. | Inconsistent and poorly managed medication administration. | Inconsistent processes for medication dispensing and administration.
160,Inadequate electrocardiogram monitoring,Failure to perform required or clinically indicated ECGs during patient assessments.,4,4,2014-03-06,2025-11-25,0.9606759548187256,Failure to perform ECG when clinically indicated. | Failure to perform required electrocardiograms for patients with clinical risk factors. | Failure to perform a required electrocardiogram during clinical assessment.
161,Missing face-to-face assessments,Failure to perform required in-person clinical evaluations.,4,4,2023-05-16,2025-10-31,0.967199444770813,Failure to conduct a face-to-face assessment. | Failure to conduct a face-to-face clinical assessment. | Failure to conduct a required face-to-face assessment.
162,Clinical notification failures,Failure to alert responsible or on-call clinicians regarding significant incidents or patient deterioration.,4,4,2014-04-30,2025-10-23,0.9563877582550049,Failure of the notification system to alert responsible clinicians of significant incidents. | Failure of the notification system to alert the on-call clinician. | Failure to notify the on-call clinician of a patient becoming unresponsive.
163,Tissue viability staffing shortages,Insufficient numbers of specialist nurses across hospital and community settings.,4,4,2014-12-19,2025-09-25,0.9582543969154358,Inadequate staffing levels and coverage within the tissue viability nursing service. | Insufficient number of tissue viability nurses in community and hospital settings. | Lack of dedicated tissue viability nurses in community hospitals.
164,Hazardous junction and road geometry,Substandard road layouts and visibility at junctions increase the risk of collisions.,4,4,2022-05-09,2025-08-12,0.950840413570404,Poor road layout and visibility at a junction increase collision risk. | Road geometry and junctions increase the risk of collisions. | Inadequate road layout and signage at a junction increases accident risk.
165,Junction safety risks,The design of the junction poses a danger to pedestrians and other vulnerable road users.,4,4,2015-09-28,2025-08-12,0.9411635398864746,The junction presents a significant safety risk to vulnerable road users. | The junction poses a continuous risk to life for road users. | High risk to vulnerable road users at a specific road junction.
166,Prisoner medication management,"Deficiencies in the governance, oversight, and identification processes for prescribed medication held by prisoners.",4,4,2022-01-05,2025-07-25,0.9573305249214172,Inadequate management of prescribed medication for prisoners. | Inadequate guidance on the governance of medication held by prisoners. | Lack of national guidance for managing in-possession medication in prisons.
167,Delays in psychiatric assessment,Failure to provide necessary psychiatric reviews or assessments for patients exhibiting clinical symptoms.,4,4,2017-09-11,2025-07-18,0.953891396522522,Failure to provide psychiatric assessment prior to patient death. | Failure to provide psychiatric review despite evidence of clinical symptoms. | Failure to arrange a psychiatric review between discharge and patient death.
168,Lack of lifeguard supervision,Failure to provide adequate monitoring by lifeguards during swimming activities.,4,4,2018-01-18,2025-06-04,0.9668291211128235,Absence of lifeguard supervision during high-risk periods. | Absence of lifeguard supervision at a beach during peak periods. | Absence of lifeguards during pool operation.
169,Inadequate response to family concerns,Failure to address or escalate concerns raised by families in a timely manner.,4,4,2015-01-27,2025-05-23,0.974429726600647,Failure to provide an adequate or timely response to family concerns. | Failure to adequately respond to or escalate concerns raised by families. | Failure to respond to clinical concerns raised by families in a timely manner.
170,Misidentification of self-harm intent,Small purchases of reportable poisons are incorrectly categorised as legitimate or hobbyist use.,4,4,2025-05-23,2025-05-23,0.9954569935798645,Small purchases of reportable poisons are misidentified as hobbyist use instead of self-harm. | Small quantities of reportable poisons are misidentified as legitimate use instead of self-harm.
171,Inadequate family notification,"Failure to inform relatives about patient welfare, clinical deterioration, or expressed concerns.",4,4,2023-10-19,2025-05-23,0.9551534652709961,Failure to notify family of concerns regarding patient welfare. | Failure to inform family members of a patient's deteriorating condition. | Failure to inform family members of a patient's written concerns.
172,Inadequate post-discharge follow-up arrangements,Failure to organise necessary follow-up appointments or referrals following hospital discharge.,4,4,2017-04-03,2025-05-17,0.9595751166343689,Failure to arrange follow-up psychiatric outpatient appointments after discharge. | Failure to arrange follow-up referral to mental health services after hospital discharge. | Failure to arrange follow-up care with mental health services or general practitioners.
173,Inadequate communication of clinical information,Failure to share essential clinical details and discharge instructions with staff and bereaved families.,4,4,2018-03-14,2025-03-17,0.9600476622581482,Failure to communicate discharge safety information to the deceased's family. | Failure to communicate clinical information regarding a deceased patient to staff. | Failure to communicate the clinical plan to the deceased's next of kin.
174,Inadequate paediatric sports regulation,"A lack of standardised safety, medical, and risk management protocols in children's contact sports.",4,1,2025-03-14,2025-03-14,0.969275951385498,Lack of minimum safeguarding and risk management standards in children's contact sports. | Lack of minimum medical support standards in children's contact sports. | Lack of mandatory risk assessments and incident plans in children's contact sports.
175,Non-compliance with established procedures,Failure by staff to follow internal policies and protocols.,4,4,2017-04-20,2025-03-11,0.959612250328064,Failure by staff to adhere to established policies and procedures. | Failure to follow established protocols and procedures. | Failure to adhere to established clinical and managerial policies and procedures.
176,Inadequate mental health training,Staff lack the necessary training to manage patients with mental health needs.,4,4,2017-02-14,2025-03-04,0.9623112082481384,Inadequate training for staff managing patients with significant mental health needs. | Insufficient staff training for managing resident mental health needs. | Inadequate training for staff managing long-term mental health conditions.
177,Standardised falls risk management,Lack of national guidelines and standardised tools for assessing falls risk in emergency departments.,4,3,2021-06-02,2025-02-19,0.9630873203277588,Lack of a standardised national system for managing falls risk in emergency departments. | Absence of national guidelines for falls risk assessments in emergency departments. | Delayed falls risk assessments for vulnerable and elderly patients in emergency departments.
178,Inadequate bed capacity,Insufficient availability of hospital and community beds prevents timely patient discharge.,4,4,2017-01-13,2025-01-31,0.9534913301467896,Insufficient nursing beds causing delays in hospital discharge. | Inadequate staffing and bed capacity delay patient discharge. | Insufficient community bed capacity prevents discharge of medically fit patients.
179,Emergency service communication failures,"Ineffective information exchange between dispatchers, control rooms, and frontline medical personnel.",4,4,2013-09-25,2025-01-22,0.9595283269882202,Ineffective communication between control room and ambulance personnel. | Ineffective communication between dispatchers and on-scene paramedics. | Ineffective communication between healthcare staff and emergency control services.
180,Dysphagia communication and escalation failures,"Inadequate identification, recording, and reporting of swallowing difficulties within clinical workflows.",4,4,2018-07-25,2025-01-07,0.9636407494544983,Failure to identify documented swallowing difficulties during patient care. | Failure to record or communicate resident swallowing difficulties. | Failure to communicate clinical swallowing difficulties during nursing handover.
181,Emergency service resource pressure,Demand for emergency services is exceeding available capacity.,4,4,2018-02-27,2024-12-19,0.9598747491836548,Emergency services are operating under excessive demand and pressure. | Emergency services facing high demand against limited resources. | Demand for emergency services exceeds available resources.
182,Inadequate pedestrian crossing signals,The junction lacks necessary traffic lights and audible warnings for pedestrians.,4,4,2013-08-05,2024-11-05,0.964243471622467,The junction lacks dedicated pedestrian signals and audible warnings. | Pedestrian crossing lacks necessary traffic signals and audible alerts. | Pedestrian crossing lacks an audible signal for traffic light phases.
183,Paediatric psychiatric bed shortages,There is an inadequate supply of inpatient beds for children and adolescents requiring mental health care.,4,4,2014-11-19,2024-10-14,0.9672451019287109,Insufficient inpatient psychiatric beds for children and adolescents. | Insufficient inpatient bed capacity for children and adolescents with mental health needs. | Lack of an effective system to identify available child psychiatric beds.
184,Inadequate mental health training,Police officers lack sufficient training to identify and manage mental health crises.,4,4,2016-06-24,2024-10-02,0.965842068195343,Inadequate mental health training for police officers. | Inadequacy of police training for managing mental health crises. | Inadequate police training for identifying mental health issues during call attendances.
185,Inaccurate patient mobility assessments,Clinical records contain incorrect information regarding the mobility status of patients.,4,4,2014-12-05,2024-09-04,0.9556788206100464,Inaccurate assessment of patient mobility prior to discharge. | Inaccurate clinical information regarding patient mobility. | Inadequate assessment of mobility prior to patient discharge.
186,Insufficient theatre capacity,Inadequate operating room availability causing delays to surgical procedures.,4,4,2022-08-04,2024-07-25,0.9707674384117126,Insufficient theatre capacity causing delays to surgical intervention. | Inadequate theatre capacity causing delays to surgical intervention. | Inability to meet surgical timeframes due to insufficient theatre capacity.
187,Anticoagulant prescription non-compliance,Failure to follow clinical guidelines and protocols for prescribing anticoagulant medication.,4,4,2014-01-23,2024-07-17,0.9543494582176208,Failure to adhere to clinical guidelines for anticoagulant prescription. | Failure to prescribe lifelong anticoagulation therapy despite clinical indications. | Failure to prescribe anticoagulant medication upon patient discharge.
188,Falsification of patient records,Intentional or pressured alteration of clinical documentation and observations.,4,4,2014-03-05,2024-07-10,0.9563412666320801,Deliberate falsification of patient observation records. | Falsification of patient observation records by staff. | Deliberate falsification of nursing records.
189,Agonal breathing recognition failures,Inability to identify or assess agonal breathing as a critical clinical indicator.,4,3,2016-04-27,2024-06-21,0.9673795700073242,Failure to recognise agonal breathing during triage. | Failure to recognise agonal breathing as an indicator of respiratory distress. | Inadequate training in recognising agonal breathing.
190,Naloxone administration failures,Inadequate use of naloxone or failure to initiate emergency responses during overdose risks.,4,3,2019-10-10,2024-06-11,0.9586305618286133,Failure to administer naloxone despite evidence of opioid overdose risk. | Failure to administer naloxone to patients with opiate misuse history. | Failure to administer naloxone following signs of over-sedation.
191,NEWS2 protocol non-compliance,Failure to adhere to standardised procedures for monitoring and escalating clinical observations.,4,4,2016-03-23,2024-05-01,0.970219075679779,Failure to follow and monitor NEWS2 escalation protocols. | Failure to comply with NEWS2 protocols for vital signs and escalation. | Failure to follow NEWS protocols regarding review frequency and care escalation.
192,Crisis team referral failures,Inadequate documentation or omission of necessary referrals to the crisis team.,4,4,2015-02-19,2024-05-01,0.9709469079971313,Failure to refer a deceased patient to the crisis team. | Failure to refer a patient with suicidal ideation to a crisis team. | Failure to refer a patient with suicidal ideation to the crisis team.
193,Delayed antibiotic administration,Failure to provide antibiotic treatment despite clinical evidence of infection or deterioration.,4,4,2021-04-16,2024-03-14,0.9838513135910034,Failure to administer antibiotics despite clinical indicators of infection. | Failure to commence antibiotic treatment despite evidence of infection. | Failure to administer antibiotics following clinical deterioration observations.
194,Medication omission and error reporting,"Failures in identifying, managing, and documenting missed doses or clinical errors.",4,4,2019-01-10,2023-10-12,0.9563103318214417,Failure to report a medication omission via the incident reporting system. | Failure to recognise and act upon a medication omission. | Failure of clinical oversight leading to medication omission.
195,Inadequate clinical documentation review,Failure to thoroughly examine patient records and correspondence during the triage process.,4,4,2015-01-29,2023-10-04,0.9681869745254517,Failure to review patient clinical documentation during triage. | Failure to review available clinical documentation during triage. | Failure to review triage records prior to patient assessment.
196,Insufficient water rescue training,Staff lack necessary skills and knowledge regarding water safety and rescue protocols.,4,4,2014-01-22,2023-09-13,0.9515061378479004,Staff lack adequate training in water rescue procedures. | Inadequate training in water rescue and safety protocols. | Staff lack training in water safety and drowning recognition.
197,Failure to recognise clinical deterioration,Inability to identify signs of declining health or cardiac arrest.,4,4,2020-08-21,2023-08-14,0.9729474186897278,Failure to recognise cardiac arrest. | Failure to recognise clinical deterioration or cardiac arrest. | Failure to recognise a cardiac arrest event.
198,Regulatory non-compliance with improvements,Failure to implement required actions following regulatory inspections or reports.,4,4,2019-10-25,2023-07-12,0.9530311822891235,Failure to implement required improvements following a regulatory report. | Failure to implement improvements following regulatory inspections. | Failure to implement an action plan following a regulatory improvement requirement.
199,Unauthorised discharge without consultation,Patients are being discharged from mental health services without required clinical contact or personal assessment.,4,4,2022-02-15,2023-05-16,0.968065619468689,Patient discharged from mental health services without personal consultation. | Patient discharged from mental health service without an in-person assessment. | Patient discharged from mental health service without prior consultation or communication.
200,Inadequate staff training,Personnel lack the necessary training and supervised experience to perform tasks safely.,4,4,2014-09-19,2023-03-13,0.9670727252960205,Staff received insufficient training. | Staff training is insufficient or non-existent. | Insufficient staff training.
201,Inadequate welfare checks during cell unlocks,Failure to properly monitor prisoner wellbeing when opening cells.,4,4,2014-10-09,2023-02-02,0.9656623601913452,Failure to conduct mandatory welfare checks during cell unlocks. | Failure to conduct welfare checks on inmates during cell unlocking. | Failure to conduct a welfare check upon unlocking a prisoner's cell.
202,Delays in patient transfers,Issues relating to the postponed movement of patients between wards or hospitals.,4,4,2014-06-20,2022-10-24,0.9632995128631592,Delay in hospital transfer. | Delay in accepting patient transfer to a hospital. | Delayed review and action regarding intra-hospital transfers.
203,Inadequate staff sickness cover,Insufficient personnel available to cover for sickness and annual leave.,4,4,2016-09-07,2022-07-17,0.96592116355896,Insufficient staffing levels due to inadequate sickness cover. | Inadequate staffing levels to cover sickness or annual leave. | Insufficient staffing levels due to staff sickness.
204,Inadequate admission physical examinations,Failure to conduct thorough clinical assessments and observations when patients are admitted.,4,4,2016-11-14,2022-07-07,0.9446854591369629,Inadequate physical examination of patients upon admission. | Failure to perform a full physical examination upon admission. | Failure to perform a physical examination of the patient.
205,Inadequate specialist referral processes,Failure to refer patients to specialists following diagnostic results or for appropriate management.,4,4,2018-03-22,2022-03-31,0.9582515954971313,Failure to refer a patient to a specialist for appropriate management. | Failure to refer a patient to a specialist following diagnostic test results. | Failure to refer a patient to a specialist following diagnostic imaging.
